Industry,Industry Description,Year,Intermediate Inputs (Billions Chained 2009)
562,"Waste management and remediation services",2011,42.7
6,"Educational services, health care, and social assistance",2011,826.2
61,"Educational services",2011,112.5
62,"Health care and social assistance",2011,713.8
621,"Ambulatory health care services",2011,292.6
622,"Hospitals",2011,283.4
623,"Nursing and residential care facilities",2011,72.1
624,"Social assistance",2011,65.7
7,"Arts, entertainment, recreation, accommodation, and food services",2011,429.0
71,"Arts, entertainment, and recreation",2011,103.8
711AS,"Performing arts, spectator sports, museums, and related activities",2011,54.1
713,"Amusements, gambling, and recreation industries",2011,49.7
72,"Accommodation and food services",2011,325.2
721,"Accommodation",2011,66.2
722,"Food services and drinking places",2011,258.9
81,"Other services, except government",2011,208.1
FIRE,"Finance, insurance, real estate, rental, and leasing",2011,1512.9
G,"Government",2011,1101.7
GF,"Federal",2011,405.6
GFE,"Government enterprises",2011,38.7
GFG,"General government",2011,366.7
GFGD,"National defense",2011,260.1
GFGN,"Nondefense",2011,106.6
GSL,"State and local",2011,696.2
GSLE,"Government enterprises",2011,133.1
GSLG,"General government",2011,563.0
HS,"Housing",2011,127.2
ICT,"Information-communications-technology-producing industries [4]",2011,667.8
II,"All industries",2011,10902.9
NABI,"Not allocated by industry [1]",2011,4.0
ORE,"Other real estate",2011,432.0
PGOOD,"Private goods-producing industries [2]",2011,3813.6
PROF,"Professional and business services",2011,1035.2
PSERV,"Private services-producing industries [3]",2011,5986.5
PVT,"Private industries",2011,9800.3
11,"Agriculture, forestry, fishing, and hunting",2012,209.6
111CA,"Farms",2012,199.4
113FF,"Forestry, fishing, and related activities",2012,10.1
21,"Mining",2012,138.3
211,"Oil and gas extraction",2012,65.0
212,"Mining, except oil and gas",2012,45.0
213,"Support activities for mining",2012,27.8
22,"Utilities",2012,96.3
23,"Construction",2012,444.2
311FT,"Food and beverage and tobacco products",2012,549.6
313TT,"Textile mills and textile product mills",2012,31.8
315AL,"Apparel and leather and allied products",2012,19.5
31G,"Manufacturing",2012,3195.8
31ND,"Nondurable goods",2012,1669.1
321,"Wood products",2012,49.0
322,"Paper products",2012,116.3
323,"Printing and related support activities",2012,42.1
324,"Petroleum and coal products",2012,406.7
325,"Chemical products",2012,375.7
326,"Plastics and rubber products",2012,125.1
327,"Nonmetallic mineral products",2012,56.3
331,"Primary metals",2012,171.0
332,"Fabricated metal products",2012,196.0
333,"Machinery",2012,241.5
334,"Computer and electronic products",2012,119.3
335,"Electrical equipment, appliances, and components",2012,63.8
3361MV,"Motor vehicles, bodies and trailers, and parts",2012,359.1
3364OT,"Other transportation equipment",2012,170.4
337,"Furniture and related products",2012,39.8
339,"Miscellaneous manufacturing",2012,68.7
33DG,"Durable goods",2012,1534.5
42,"Wholesale trade",2012,454.6
441,"Motor vehicle and parts dealers",2012,69.3
445,"Food and beverage stores",2012,65.3
44RT,"Retail trade",2012,494.5
452,"General merchandise stores",2012,74.3
481,"Air transportation",2012,80.1
482,"Rail transportation",2012,30.5
483,"Water transportation",2012,37.5
484,"Truck transportation",2012,138.6
485,"Transit and ground passenger transportation",2012,17.9
486,"Pipeline transportation",2012,4.6
487OS,"Other transportation and support activities",2012,78.7
48TW,"Transportation and warehousing",2012,421.4
493,"Warehousing and storage",2012,33.9
4A0,"Other retail",2012,285.0
51,"Information",2012,613.1
511,"Publishing industries, except internet (includes software)",2012,104.8
512,"Motion picture and sound recording industries",2012,32.8
513,"Broadcasting and telecommunications",2012,372.3
514,"Data processing, internet publishing, and other information services",2012,102.9
52,"Finance and insurance",2012,779.1
521CI,"Federal Reserve banks, credit intermediation, and related activities",2012,168.2
523,"Securities, commodity contracts, and investments",2012,196.9
524,"Insurance carriers and related activities",2012,345.5
525,"Funds, trusts, and other financial vehicles",2012,70.1
53,"Real estate and rental and leasing",2012,713.7
531,"Real estate",2012,599.1
532RL,"Rental and leasing services and lessors of intangible assets",2012,114.4
54,"Professional, scientific, and technical services",2012,606.4
5411,"Legal services",2012,74.9
5412OP,"Miscellaneous professional, scientific, and technical services",2012,433.0
5415,"Computer systems design and related services",2012,98.5
55,"Management of companies and enterprises",2012,217.3
56,"Administrative and waste management services",2012,252.4
561,"Administrative and support services",2012,209.9
562,"Waste management and remediation services",2012,42.5
6,"Educational services, health care, and social assistance",2012,850.4
61,"Educational services",2012,109.4
62,"Health care and social assistance",2012,741.1
621,"Ambulatory health care services",2012,304.8
622,"Hospitals",2012,301.9
623,"Nursing and residential care facilities",2012,74.7
624,"Social assistance",2012,59.7
7,"Arts, entertainment, recreation, accommodation, and food services",2012,446.2
71,"Arts, entertainment, and recreation",2012,106.5
711AS,"Performing arts, spectator sports, museums, and related activities",2012,56.3
713,"Amusements, gambling, and recreation industries",2012,50.2
72,"Accommodation and food services",2012,339.7
721,"Accommodation",2012,72.4
722,"Food services and drinking places",2012,267.3
81,"Other services, except government",2012,218.2
FIRE,"Finance, insurance, real estate, rental, and leasing",2012,1492.6
G,"Government",2012,1084.0
GF,"Federal",2012,399.2
GFE,"Government enterprises",2012,43.4
GFG,"General government",2012,355.5
GFGD,"National defense",2012,248.4
GFGN,"Nondefense",2012,107.1
GSL,"State and local",2012,684.9
GSLE,"Government enterprises",2012,130.3
GSLG,"General government",2012,554.6
HS,"Housing",2012,140.0
ICT,"Information-communications-technology-producing industries [4]",2012,702.4
II,"All industries",2012,11245.1
NABI,"Not allocated by industry [1]",2012,4.3
ORE,"Other real estate",2012,458.9
PGOOD,"Private goods-producing industries [2]",2012,3995.9
PROF,"Professional and business services",2012,1076.0
PSERV,"Private services-producing industries [3]",2012,6158.2
PVT,"Private industries",2012,10159.7
11,"Agriculture, forestry, fishing, and hunting",2013,204.8
111CA,"Farms",2013,193.8
113FF,"Forestry, fishing, and related activities",2013,11.0
21,"Mining",2013,142.9
211,"Oil and gas extraction",2013,69.9
212,"Mining, except oil and gas",2013,44.3
213,"Support activities for mining",2013,28.2
22,"Utilities",2013,108.0
23,"Construction",2013,465.1
311FT,"Food and beverage and tobacco products",2013,557.5
313TT,"Textile mills and textile product mills",2013,32.7
315AL,"Apparel and leather and allied products",2013,19.3
31G,"Manufacturing",2013,3249.3
31ND,"Nondurable goods",2013,1684.2
321,"Wood products",2013,53.7
322,"Paper products",2013,115.6
323,"Printing and related support activities",2013,41.1
324,"Petroleum and coal products",2013,412.6
325,"Chemical products",2013,373.6
326,"Plastics and rubber products",2013,128.6
327,"Nonmetallic mineral products",2013,57.5
331,"Primary metals",2013,175.6
332,"Fabricated metal products",2013,201.5
333,"Machinery",2013,228.9
334,"Computer and electronic products",2013,116.0
335,"Electrical equipment, appliances, and components",2013,61.5
3361MV,"Motor vehicles, bodies and trailers, and parts",2013,385.3
3364OT,"Other transportation equipment",2013,177.4
337,"Furniture and related products",2013,40.5
339,"Miscellaneous manufacturing",2013,77.5
33DG,"Durable goods",2013,1575.4
42,"Wholesale trade",2013,470.8
441,"Motor vehicle and parts dealers",2013,66.4
445,"Food and beverage stores",2013,65.3
44RT,"Retail trade",2013,513.3
452,"General merchandise stores",2013,75.0
481,"Air transportation",2013,78.3
482,"Rail transportation",2013,30.3
483,"Water transportation",2013,35.0
484,"Truck transportation",2013,143.7
485,"Transit and ground passenger transportation",2013,19.2
486,"Pipeline transportation",2013,5.5
487OS,"Other transportation and support activities",2013,82.4
48TW,"Transportation and warehousing",2013,429.5
493,"Warehousing and storage",2013,36.0
4A0,"Other retail",2013,306.0
51,"Information",2013,607.2
511,"Publishing industries, except internet (includes software)",2013,109.9
512,"Motion picture and sound recording industries",2013,35.2
513,"Broadcasting and telecommunications",2013,361.1
514,"Data processing, internet publishing, and other information services",2013,100.7
52,"Finance and insurance",2013,855.9
521CI,"Federal Reserve banks, credit intermediation, and related activities",2013,182.2
523,"Securities, commodity contracts, and investments",2013,216.5
524,"Insurance carriers and related activities",2013,378.5
525,"Funds, trusts, and other financial vehicles",2013,80.3
53,"Real estate and rental and leasing",2013,757.5
531,"Real estate",2013,632.9
532RL,"Rental and leasing services and lessors of intangible assets",2013,124.3
54,"Professional, scientific, and technical services",2013,612.0
5411,"Legal services",2013,75.3
5412OP,"Miscellaneous professional, scientific, and technical services",2013,436.8
5415,"Computer systems design and related services",2013,99.8
55,"Management of companies and enterprises",2013,223.0
56,"Administrative and waste management services",2013,261.1
561,"Administrative and support services",2013,218.1
562,"Waste management and remediation services",2013,43.0
6,"Educational services, health care, and social assistance",2013,858.9
61,"Educational services",2013,113.0
62,"Health care and social assistance",2013,746.0
621,"Ambulatory health care services",2013,299.3
622,"Hospitals",2013,314.9
623,"Nursing and residential care facilities",2013,76.1
624,"Social assistance",2013,55.6
7,"Arts, entertainment, recreation, accommodation, and food services",2013,453.8
71,"Arts, entertainment, and recreation",2013,108.4
711AS,"Performing arts, spectator sports, museums, and related activities",2013,56.9
713,"Amusements, gambling, and recreation industries",2013,51.5
72,"Accommodation and food services",2013,345.4
721,"Accommodation",2013,73.0
722,"Food services and drinking places",2013,272.4
81,"Other services, except government",2013,220.2
FIRE,"Finance, insurance, real estate, rental, and leasing",2013,1613.3
G,"Government",2013,1038.1
GF,"Federal",2013,355.0
GFE,"Government enterprises",2013,40.4
GFG,"General government",2013,314.3
GFGD,"National defense",2013,216.4
GFGN,"Nondefense",2013,97.9
GSL,"State and local",2013,682.2
GSLE,"Government enterprises",2013,129.0
GSLG,"General government",2013,553.2
HS,"Housing",2013,144.4
ICT,"Information-communications-technology-producing industries [4]",2013,689.6
II,"All industries",2013,11476.1
NABI,"Not allocated by industry [1]",2013,-1.4
ORE,"Other real estate",2013,488.5
PGOOD,"Private goods-producing industries [2]",2013,4068.8
PROF,"Professional and business services",2013,1096.0
PSERV,"Private services-producing industries [3]",2013,6366.0
PVT,"Private industries",2013,10436.5
11,"Agriculture, forestry, fishing, and hunting",2014,217.8
111CA,"Farms",2014,203.5
113FF,"Forestry, fishing, and related activities",2014,14.3
21,"Mining",2014,166.1
211,"Oil and gas extraction",2014,80.2
212,"Mining, except oil and gas",2014,52.2
213,"Support activities for mining",2014,33.3
22,"Utilities",2014,124.3
23,"Construction",2014,499.8
311FT,"Food and beverage and tobacco products",2014,553.9
313TT,"Textile mills and textile product mills",2014,32.4
315AL,"Apparel and leather and allied products",2014,18.7
31G,"Manufacturing",2014,3275.1
31ND,"Nondurable goods",2014,1660.2
321,"Wood products",2014,55.2
322,"Paper products",2014,114.5
323,"Printing and related support activities",2014,42.1
324,"Petroleum and coal products",2014,390.8
325,"Chemical products",2014,372.2
326,"Plastics and rubber products",2014,136.9
327,"Nonmetallic mineral products",2014,60.5
331,"Primary metals",2014,176.5
332,"Fabricated metal products",2014,207.6
333,"Machinery",2014,230.4
334,"Computer and electronic products",2014,112.8
335,"Electrical equipment, appliances, and components",2014,62.9
3361MV,"Motor vehicles, bodies and trailers, and parts",2014,422.5
3364OT,"Other transportation equipment",2014,187.7
337,"Furniture and related products",2014,40.2
339,"Miscellaneous manufacturing",2014,76.4
33DG,"Durable goods",2014,1632.3
42,"Wholesale trade",2014,465.6
441,"Motor vehicle and parts dealers",2014,66.1
445,"Food and beverage stores",2014,68.8
44RT,"Retail trade",2014,532.8
452,"General merchandise stores",2014,75.2
481,"Air transportation",2014,80.9
482,"Rail transportation",2014,33.1
483,"Water transportation",2014,36.5
484,"Truck transportation",2014,155.4
485,"Transit and ground passenger transportation",2014,20.4
486,"Pipeline transportation",2014,5.9
487OS,"Other transportation and support activities",2014,90.5
48TW,"Transportation and warehousing",2014,458.6
493,"Warehousing and storage",2014,36.7
4A0,"Other retail",2014,322.0
51,"Information",2014,667.9
511,"Publishing industries, except internet (includes software)",2014,125.2
512,"Motion picture and sound recording industries",2014,36.7
513,"Broadcasting and telecommunications",2014,404.2
514,"Data processing, internet publishing, and other information services",2014,101.7
52,"Finance and insurance",2014,841.6
521CI,"Federal Reserve banks, credit intermediation, and related activities",2014,187.6
523,"Securities, commodity contracts, and investments",2014,225.5
524,"Insurance carriers and related activities",2014,376.3
525,"Funds, trusts, and other financial vehicles",2014,57.3
53,"Real estate and rental and leasing",2014,828.1
531,"Real estate",2014,698.4
532RL,"Rental and leasing services and lessors of intangible assets",2014,129.6
54,"Professional, scientific, and technical services",2014,628.6
5411,"Legal services",2014,73.5
5412OP,"Miscellaneous professional, scientific, and technical services",2014,455.6
5415,"Computer systems design and related services",2014,99.4
55,"Management of companies and enterprises",2014,240.8
56,"Administrative and waste management services",2014,291.8
561,"Administrative and support services",2014,248.0
562,"Waste management and remediation services",2014,43.9
6,"Educational services, health care, and social assistance",2014,887.7
61,"Educational services",2014,112.1
62,"Health care and social assistance",2014,775.7
621,"Ambulatory health care services",2014,312.7
622,"Hospitals",2014,327.9
623,"Nursing and residential care facilities",2014,78.0
624,"Social assistance",2014,57.1
7,"Arts, entertainment, recreation, accommodation, and food services",2014,476.6
71,"Arts, entertainment, and recreation",2014,110.2
711AS,"Performing arts, spectator sports, museums, and related activities",2014,57.3
713,"Amusements, gambling, and recreation industries",2014,52.9
72,"Accommodation and food services",2014,366.3
721,"Accommodation",2014,80.4
722,"Food services and drinking places",2014,285.9
81,"Other services, except government",2014,238.4
FIRE,"Finance, insurance, real estate, rental, and leasing",2014,1669.0
G,"Government",2014,1025.0
GF,"Federal",2014,338.3
GFE,"Government enterprises",2014,36.9
GFG,"General government",2014,301.2
GFGD,"National defense",2014,202.7
GFGN,"Nondefense",2014,98.4
GSL,"State and local",2014,685.4
GSLE,"Government enterprises",2014,130.3
GSLG,"General government",2014,555.2
HS,"Housing",2014,147.6
ICT,"Information-communications-technology-producing industries [4]",2014,744.2
II,"All industries",2014,11863.6
NABI,"Not allocated by industry [1]",2014,-25.2
ORE,"Other real estate",2014,551.2
PGOOD,"Private goods-producing industries [2]",2014,4164.2
PROF,"Professional and business services",2014,1161.2
PSERV,"Private services-producing industries [3]",2014,6677.2
PVT,"Private industries",2014,10837.0
11,"Agriculture, forestry, fishing, and hunting",2015,216.2
111CA,"Farms",2015,203.0
113FF,"Forestry, fishing, and related activities",2015,13.1
21,"Mining",2015,115.9
211,"Oil and gas extraction",2015,50.2
212,"Mining, except oil and gas",2015,46.8
213,"Support activities for mining",2015,18.5
22,"Utilities",2015,123.0
23,"Construction",2015,560.7
311FT,"Food and beverage and tobacco products",2015,576.7
313TT,"Textile mills and textile product mills",2015,32.7
315AL,"Apparel and leather and allied products",2015,19.2
31G,"Manufacturing",2015,3383.9
31ND,"Nondurable goods",2015,1726.2
321,"Wood products",2015,56.8
322,"Paper products",2015,112.6
323,"Printing and related support activities",2015,46.3
324,"Petroleum and coal products",2015,377.7
325,"Chemical products",2015,427.3
326,"Plastics and rubber products",2015,135.5
327,"Nonmetallic mineral products",2015,59.2
331,"Primary metals",2015,159.9
332,"Fabricated metal products",2015,211.5
333,"Machinery",2015,219.8
334,"Computer and electronic products",2015,108.2
335,"Electrical equipment, appliances, and components",2015,61.5
3361MV,"Motor vehicles, bodies and trailers, and parts",2015,483.4
3364OT,"Other transportation equipment",2015,195.2
337,"Furniture and related products",2015,42.7
339,"Miscellaneous manufacturing",2015,77.5
33DG,"Durable goods",2015,1674.2
42,"Wholesale trade",2015,422.2
441,"Motor vehicle and parts dealers",2015,72.2
445,"Food and beverage stores",2015,69.1
44RT,"Retail trade",2015,538.5
452,"General merchandise stores",2015,72.3
481,"Air transportation",2015,89.6
482,"Rail transportation",2015,31.4
483,"Water transportation",2015,37.5
484,"Truck transportation",2015,168.8
485,"Transit and ground passenger transportation",2015,21.3
486,"Pipeline transportation",2015,6.5
487OS,"Other transportation and support activities",2015,95.9
48TW,"Transportation and warehousing",2015,484.7
493,"Warehousing and storage",2015,34.3
4A0,"Other retail",2015,324.2
51,"Information",2015,673.9
511,"Publishing industries, except internet (includes software)",2015,116.8
512,"Motion picture and sound recording industries",2015,36.0
513,"Broadcasting and telecommunications",2015,411.7
514,"Data processing, internet publishing, and other information services",2015,109.0
52,"Finance and insurance",2015,870.2
521CI,"Federal Reserve banks, credit intermediation, and related activities",2015,211.6
523,"Securities, commodity contracts, and investments",2015,228.0
524,"Insurance carriers and related activities",2015,378.5
525,"Funds, trusts, and other financial vehicles",2015,56.3
53,"Real estate and rental and leasing",2015,867.9
531,"Real estate",2015,736.5
532RL,"Rental and leasing services and lessors of intangible assets",2015,131.4
54,"Professional, scientific, and technical services",2015,617.4
5411,"Legal services",2015,73.5
5412OP,"Miscellaneous professional, scientific, and technical services",2015,462.4
5415,"Computer systems design and related services",2015,81.1
55,"Management of companies and enterprises",2015,255.2
56,"Administrative and waste management services",2015,318.7
561,"Administrative and support services",2015,274.4
562,"Waste management and remediation services",2015,44.4
6,"Educational services, health care, and social assistance",2015,941.7
61,"Educational services",2015,116.3
62,"Health care and social assistance",2015,825.5
621,"Ambulatory health care services",2015,332.1
622,"Hospitals",2015,353.4
623,"Nursing and residential care facilities",2015,83.1
624,"Social assistance",2015,56.8
7,"Arts, entertainment, recreation, accommodation, and food services",2015,517.2
71,"Arts, entertainment, and recreation",2015,119.5
711AS,"Performing arts, spectator sports, museums, and related activities",2015,61.3
713,"Amusements, gambling, and recreation industries",2015,58.2
72,"Accommodation and food services",2015,397.6
721,"Accommodation",2015,86.5
722,"Food services and drinking places",2015,311.1
81,"Other services, except government",2015,241.1
FIRE,"Finance, insurance, real estate, rental, and leasing",2015,1737.1
G,"Government",2015,1069.9
GF,"Federal",2015,343.5
GFE,"Government enterprises",2015,35.1
GFG,"General government",2015,308.2
GFGD,"National defense",2015,200.8
GFGN,"Nondefense",2015,107.2
GSL,"State and local",2015,724.7
GSLE,"Government enterprises",2015,142.5
GSLG,"General government",2015,582.2
HS,"Housing",2015,157.9
ICT,"Information-communications-technology-producing industries [4]",2015,733.8
II,"All industries",2015,12216.5
NABI,"Not allocated by industry [1]",2015,-22.3
ORE,"Other real estate",2015,579.0
PGOOD,"Private goods-producing industries [2]",2015,4280.7
PROF,"Professional and business services",2015,1191.4
PSERV,"Private services-producing industries [3]",2015,6868.5
PVT,"Private industries",2015,11144.9
